2017-09-07 16:46:19 INFO  ThreadPool$:79 - Set mkl threads to 1 on thread 1
2017-09-07 16:46:21 INFO  Engine$:100 - Auto detect executor number and executor cores number
2017-09-07 16:46:21 INFO  Engine$:102 - Executor number is 1 and executor cores number is 24
2017-09-07 16:46:21 INFO  Engine$:291 - Find existing spark context. Checking the spark conf...
2017-09-07 16:46:22 INFO  DistriOptimizer$:717 - caching training rdd ...
[Stage 0:>                                                          (0 + 0) / 2][Stage 0:>                                                          (0 + 2) / 2][Stage 0:=============================>                             (1 + 1) / 2]                                                                                2017-09-07 16:46:24 INFO  DistriOptimizer$:549 - Cache thread models...
2017-09-07 16:46:24 INFO  DistriOptimizer$:533 - model thread pool size is 1
2017-09-07 16:46:24 INFO  DistriOptimizer$:551 - Cache thread models... done
2017-09-07 16:46:24 INFO  DistriOptimizer$:121 - config  {
	maxDropPercentage: 0.0
	computeThresholdbatchSize: 100
	warmupIterationNum: 200
	isLayerwiseScaled: false
	dropPercentage: 0.0
 }
2017-09-07 16:46:24 INFO  DistriOptimizer$:122 - Shuffle data
2017-09-07 16:46:24 INFO  DistriOptimizer$:125 - Shuffle data complete. Takes 0.028177577s
2017-09-07 16:46:25 INFO  DistriOptimizer$:295 - [Epoch 1 0/32561][Iteration 1][Wall Clock 0.0s] Train 1152 in 0.908142823seconds. Throughput is 1268.523 records/second. Loss is 0.7427799. 
2017-09-07 16:46:25 INFO  DistriOptimizer$:295 - [Epoch 1 1152/32561][Iteration 2][Wall Clock 0.908142823s] Train 1152 in 0.241244894seconds. Throughput is 4775.2305 records/second. Loss is 0.68702656. 
2017-09-07 16:46:26 INFO  DistriOptimizer$:295 - [Epoch 1 2304/32561][Iteration 3][Wall Clock 1.149387717s] Train 1152 in 0.212484506seconds. Throughput is 5421.572 records/second. Loss is 0.6650502. 
2017-09-07 16:46:26 INFO  DistriOptimizer$:295 - [Epoch 1 3456/32561][Iteration 4][Wall Clock 1.361872223s] Train 1152 in 0.25892701seconds. Throughput is 4449.1304 records/second. Loss is 0.8630295. 
2017-09-07 16:46:26 INFO  DistriOptimizer$:295 - [Epoch 1 4608/32561][Iteration 5][Wall Clock 1.620799233s] Train 1152 in 0.198448788seconds. Throughput is 5805.024 records/second. Loss is 0.6122109. 
2017-09-07 16:46:26 INFO  DistriOptimizer$:295 - [Epoch 1 5760/32561][Iteration 6][Wall Clock 1.819248021s] Train 1152 in 0.188731154seconds. Throughput is 6103.921 records/second. Loss is 0.60790145. 
2017-09-07 16:46:26 INFO  DistriOptimizer$:295 - [Epoch 1 6912/32561][Iteration 7][Wall Clock 2.007979175s] Train 1152 in 0.158056665seconds. Throughput is 7288.5254 records/second. Loss is 0.63288397. 
2017-09-07 16:46:27 INFO  DistriOptimizer$:295 - [Epoch 1 8064/32561][Iteration 8][Wall Clock 2.16603584s] Train 1152 in 0.134407779seconds. Throughput is 8570.933 records/second. Loss is 0.6076053. 
2017-09-07 16:46:27 INFO  DistriOptimizer$:295 - [Epoch 1 9216/32561][Iteration 9][Wall Clock 2.300443619s] Train 1152 in 0.155723925seconds. Throughput is 7397.707 records/second. Loss is 0.62579197. 
2017-09-07 16:46:27 INFO  DistriOptimizer$:295 - [Epoch 1 10368/32561][Iteration 10][Wall Clock 2.456167544s] Train 1152 in 0.127662474seconds. Throughput is 9023.795 records/second. Loss is 0.64116573. 
2017-09-07 16:46:27 INFO  DistriOptimizer$:295 - [Epoch 1 11520/32561][Iteration 11][Wall Clock 2.583830018s] Train 1152 in 0.138711673seconds. Throughput is 8304.997 records/second. Loss is 0.5758839. 
2017-09-07 16:46:27 INFO  DistriOptimizer$:295 - [Epoch 1 12672/32561][Iteration 12][Wall Clock 2.722541691s] Train 1152 in 0.137357216seconds. Throughput is 8386.891 records/second. Loss is 0.54307276. 
2017-09-07 16:46:27 INFO  DistriOptimizer$:295 - [Epoch 1 13824/32561][Iteration 13][Wall Clock 2.859898907s] Train 1152 in 0.126745983seconds. Throughput is 9089.045 records/second. Loss is 0.54187375. 
2017-09-07 16:46:27 INFO  DistriOptimizer$:295 - [Epoch 1 14976/32561][Iteration 14][Wall Clock 2.98664489s] Train 1152 in 0.126580316seconds. Throughput is 9100.941 records/second. Loss is 0.5130295. 
2017-09-07 16:46:28 INFO  DistriOptimizer$:295 - [Epoch 1 16128/32561][Iteration 15][Wall Clock 3.113225206s] Train 1152 in 0.118538767seconds. Throughput is 9718.34 records/second. Loss is 0.5436777. 
2017-09-07 16:46:28 INFO  DistriOptimizer$:295 - [Epoch 1 17280/32561][Iteration 16][Wall Clock 3.231763973s] Train 1152 in 0.182937583seconds. Throughput is 6297.23 records/second. Loss is 0.51536924. 
2017-09-07 16:46:28 INFO  DistriOptimizer$:295 - [Epoch 1 18432/32561][Iteration 17][Wall Clock 3.414701556s] Train 1152 in 0.10830181seconds. Throughput is 10636.941 records/second. Loss is 0.5307263. 
2017-09-07 16:46:28 INFO  DistriOptimizer$:295 - [Epoch 1 19584/32561][Iteration 18][Wall Clock 3.523003366s] Train 1152 in 0.1111009seconds. Throughput is 10368.953 records/second. Loss is 0.5183041. 
2017-09-07 16:46:28 INFO  DistriOptimizer$:295 - [Epoch 1 20736/32561][Iteration 19][Wall Clock 3.634104266s] Train 1152 in 0.137692796seconds. Throughput is 8366.451 records/second. Loss is 0.5104222. 
2017-09-07 16:46:28 INFO  DistriOptimizer$:295 - [Epoch 1 21888/32561][Iteration 20][Wall Clock 3.771797062s] Train 1152 in 0.100034562seconds. Throughput is 11516.02 records/second. Loss is 0.5045773. 
2017-09-07 16:46:28 INFO  DistriOptimizer$:295 - [Epoch 1 23040/32561][Iteration 21][Wall Clock 3.871831624s] Train 1152 in 0.098573437seconds. Throughput is 11686.718 records/second. Loss is 0.49484125. 
2017-09-07 16:46:28 INFO  DistriOptimizer$:295 - [Epoch 1 24192/32561][Iteration 22][Wall Clock 3.970405061s] Train 1152 in 0.10024509seconds. Throughput is 11491.835 records/second. Loss is 0.5215984. 
2017-09-07 16:46:28 INFO  DistriOptimizer$:295 - [Epoch 1 25344/32561][Iteration 23][Wall Clock 4.070650151s] Train 1152 in 0.096763918seconds. Throughput is 11905.265 records/second. Loss is 0.50942963. 
2017-09-07 16:46:29 INFO  DistriOptimizer$:295 - [Epoch 1 26496/32561][Iteration 24][Wall Clock 4.167414069s] Train 1152 in 0.093956576seconds. Throughput is 12260.983 records/second. Loss is 0.497268. 
2017-09-07 16:46:29 INFO  DistriOptimizer$:295 - [Epoch 1 27648/32561][Iteration 25][Wall Clock 4.261370645s] Train 1152 in 0.09158509seconds. Throughput is 12578.467 records/second. Loss is 0.5180054. 
2017-09-07 16:46:29 INFO  DistriOptimizer$:295 - [Epoch 1 28800/32561][Iteration 26][Wall Clock 4.352955735s] Train 1152 in 0.098658047seconds. Throughput is 11676.695 records/second. Loss is 0.50499266. 
2017-09-07 16:46:29 INFO  DistriOptimizer$:295 - [Epoch 1 29952/32561][Iteration 27][Wall Clock 4.451613782s] Train 1152 in 0.093089451seconds. Throughput is 12375.193 records/second. Loss is 0.5233446. 
2017-09-07 16:46:29 INFO  DistriOptimizer$:295 - [Epoch 1 31104/32561][Iteration 28][Wall Clock 4.544703233s] Train 1152 in 0.092717216seconds. Throughput is 12424.877 records/second. Loss is 0.50116146. 
2017-09-07 16:46:29 INFO  DistriOptimizer$:295 - [Epoch 1 32256/32561][Iteration 29][Wall Clock 4.637420449s] Train 1152 in 0.099610104seconds. Throughput is 11565.092 records/second. Loss is 0.4929452. 
2017-09-07 16:46:29 INFO  DistriOptimizer$:338 - [Epoch 1 32256/32561][Iteration 29][Wall Clock 4.637420449s] Epoch finished. Wall clock time is 4840.510889ms
2017-09-07 16:46:29 INFO  DistriOptimizer$:587 - [Wall Clock 4.840510889s] Validate model...
can't find locality partition for partition 0 Partition locations are (ArrayBuffer(172.168.2.186)) Candidate partition locations are
(0,List()).
2017-09-07 16:46:30 INFO  DistriOptimizer$:629 - Top1Accuracy is Accuracy(correct: 13053, count: 16281, accuracy: 0.8017320803390455)
2017-09-07 16:46:30 INFO  DistriOptimizer$:629 - Loss is (Loss: 181.0327, count: 360, Average Loss: 0.5028686)
2017-09-07 16:46:30 INFO  DistriOptimizer$:295 - [Epoch 2 0/32561][Iteration 30][Wall Clock 4.840510889s] Train 1152 in 0.112009921seconds. Throughput is 10284.804 records/second. Loss is 0.5183489. 
2017-09-07 16:46:30 INFO  DistriOptimizer$:295 - [Epoch 2 1152/32561][Iteration 31][Wall Clock 4.95252081s] Train 1152 in 0.092708564seconds. Throughput is 12426.036 records/second. Loss is 0.47289205. 
2017-09-07 16:46:30 INFO  DistriOptimizer$:295 - [Epoch 2 2304/32561][Iteration 32][Wall Clock 5.045229374s] Train 1152 in 0.081810653seconds. Throughput is 14081.296 records/second. Loss is 0.48156142. 
2017-09-07 16:46:30 INFO  DistriOptimizer$:295 - [Epoch 2 3456/32561][Iteration 33][Wall Clock 5.127040027s] Train 1152 in 0.095696942seconds. Throughput is 12038.002 records/second. Loss is 0.49031103. 
2017-09-07 16:46:30 INFO  DistriOptimizer$:295 - [Epoch 2 4608/32561][Iteration 34][Wall Clock 5.222736969s] Train 1152 in 0.079442224seconds. Throughput is 14501.1045 records/second. Loss is 0.49271265. 
2017-09-07 16:46:31 INFO  DistriOptimizer$:295 - [Epoch 2 5760/32561][Iteration 35][Wall Clock 5.302179193s] Train 1152 in 0.090589947seconds. Throughput is 12716.643 records/second. Loss is 0.4892731. 
2017-09-07 16:46:31 INFO  DistriOptimizer$:295 - [Epoch 2 6912/32561][Iteration 36][Wall Clock 5.39276914s] Train 1152 in 0.095955403seconds. Throughput is 12005.577 records/second. Loss is 0.4835511. 
2017-09-07 16:46:31 INFO  DistriOptimizer$:295 - [Epoch 2 8064/32561][Iteration 37][Wall Clock 5.488724543s] Train 1152 in 0.081185677seconds. Throughput is 14189.695 records/second. Loss is 0.4986912. 
2017-09-07 16:46:31 INFO  DistriOptimizer$:295 - [Epoch 2 9216/32561][Iteration 38][Wall Clock 5.56991022s] Train 1152 in 0.085157391seconds. Throughput is 13527.892 records/second. Loss is 0.48417735. 
2017-09-07 16:46:31 INFO  DistriOptimizer$:295 - [Epoch 2 10368/32561][Iteration 39][Wall Clock 5.655067611s] Train 1152 in 0.091553509seconds. Throughput is 12582.806 records/second. Loss is 0.47984442. 
2017-09-07 16:46:31 INFO  DistriOptimizer$:295 - [Epoch 2 11520/32561][Iteration 40][Wall Clock 5.74662112s] Train 1152 in 0.086043309seconds. Throughput is 13388.607 records/second. Loss is 0.4875821. 
2017-09-07 16:46:31 INFO  DistriOptimizer$:295 - [Epoch 2 12672/32561][Iteration 41][Wall Clock 5.832664429s] Train 1152 in 0.086313389seconds. Throughput is 13346.713 records/second. Loss is 0.47670922. 
2017-09-07 16:46:31 INFO  DistriOptimizer$:295 - [Epoch 2 13824/32561][Iteration 42][Wall Clock 5.918977818s] Train 1152 in 0.086819279seconds. Throughput is 13268.942 records/second. Loss is 0.4977107. 
2017-09-07 16:46:31 INFO  DistriOptimizer$:295 - [Epoch 2 14976/32561][Iteration 43][Wall Clock 6.005797097s] Train 1152 in 0.094776174seconds. Throughput is 12154.953 records/second. Loss is 0.47653863. 
2017-09-07 16:46:31 INFO  DistriOptimizer$:295 - [Epoch 2 16128/32561][Iteration 44][Wall Clock 6.100573271s] Train 1152 in 0.08984347seconds. Throughput is 12822.302 records/second. Loss is 0.4816936. 
2017-09-07 16:46:31 INFO  DistriOptimizer$:295 - [Epoch 2 17280/32561][Iteration 45][Wall Clock 6.190416741s] Train 1152 in 0.082884128seconds. Throughput is 13898.922 records/second. Loss is 0.48384392. 
2017-09-07 16:46:31 INFO  DistriOptimizer$:295 - [Epoch 2 18432/32561][Iteration 46][Wall Clock 6.273300869s] Train 1152 in 0.0881183seconds. Throughput is 13073.334 records/second. Loss is 0.50327724. 
2017-09-07 16:46:32 INFO  DistriOptimizer$:295 - [Epoch 2 19584/32561][Iteration 47][Wall Clock 6.361419169s] Train 1152 in 0.08486767seconds. Throughput is 13574.073 records/second. Loss is 0.5067442. 
2017-09-07 16:46:32 INFO  DistriOptimizer$:295 - [Epoch 2 20736/32561][Iteration 48][Wall Clock 6.446286839s] Train 1152 in 0.083347194seconds. Throughput is 13821.701 records/second. Loss is 0.51212627. 
2017-09-07 16:46:32 INFO  DistriOptimizer$:295 - [Epoch 2 21888/32561][Iteration 49][Wall Clock 6.529634033s] Train 1152 in 0.087289452seconds. Throughput is 13197.471 records/second. Loss is 0.4747002. 
2017-09-07 16:46:32 INFO  DistriOptimizer$:295 - [Epoch 2 23040/32561][Iteration 50][Wall Clock 6.616923485s] Train 1152 in 0.086453798seconds. Throughput is 13325.037 records/second. Loss is 0.48824775. 
